Title,Price,Grape,Closure,Country,Characteristics,Type,ABV,Region,Style,Vintage,Price_bin,ABV_bin,Vintage_bin
"Zuccardi 'Q' Malbec 2020/21, Mendoza",22.653333333333332,Malbec,Natural Cork,Argentina,"{'Ripe Fruit', 'Chocolate', 'Violet', 'Red Fruit', 'Black Fruit'}",Red,14.5,Mendoza,"{'Rich', 'Juicy'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Indomita 'Duette' Pinot Noir 2021/22, Casablanca Valley",19.986666666666668,Pinot Noir,Natural Cork,Chile,"{'Red Cherry', 'Earth', 'Strawberry', 'Vanilla'}",Red,14.0,Aconcagua,"{'Elegant', 'Light'}",,15<Price<=25,13.5<ABV<=14.5,
Definition Sauternes 2013/16,31.986666666666665,Sémillon,Natural Cork,France,"{'Honey', 'Citrus Fruit', 'Apricot'}",White,13.0,Bordeaux,{'nan'},2016.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
"Waimea Estates Sauvignon Gris 2021/22, Nelson",17.32,Sauvignon Gris,Screwcap,New Zealand,"{'Grapefruit', 'Honeysuckle', 'Tropical Fruit', 'Passionfruit'}",White,14.0,Nelson,"{'Zesty', 'Crisp'}",2022.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Casa Ferreirinha 'Planalto' White Reserva 2021/22, Douro",13.32,Malvasia,Screwcap,Portugal,"{'Melon', 'Pear', 'Floral', 'Apricot'}",White,13.0,Douro,"{'Aromatic', 'Floral'}",2022.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
Negrar Appassimento Rosso Veneto 2021/22,19.986666666666668,Corvina,Natural Cork,Italy,"{'Red Cherry', 'Black Plum', 'Vanilla'}",Red,14.0,Veneto,"{'Rich', 'Juicy'}",2022.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
Veuve Clicquot Brut Champagne,71.98666666666666,Chardonnay,Natural Cork,France,"{'Biscuit', 'Citrus Fruit', 'Bread'}",White,12.0,,"{'Rich', 'Toasty'}",,Price>50,ABV<=12.5,
L'Ouest de Lamothe Guignard Sauternes 2010 Half Bottle,39.973333333333336,Sémillon,Natural Cork,France,{'nan'},White,13.5,Bordeaux,"{'Aromatic', 'Floral'}",2010.0,25<Price<=50,12.5<ABV<=13.5,Vintage<=2015
Château Duhart Milon Pauillac 2011,180.0,Cabernet Sauvignon,Natural Cork,France,{'nan'},Red,12.5,Bordeaux,"{'Full Bodied', 'Savoury'}",2011.0,Price>50,ABV<=12.5,Vintage<=2015
Bollinger 'Special Cuvée' Brut Champagne,79.98666666666666,Chardonnay,Natural Cork,France,"{'Green Apple', 'Biscuit', 'Citrus Fruit', 'Bread'}",White,12.0,,"{'Rich', 'Toasty'}",,Price>50,ABV<=12.5,
"Porta 6 2020/21, Lisbon",11.986666666666666,Tinta Roriz,Natural Cork,Portugal,"{'Sweet Spice', 'Jammy', 'Red Fruit'}",Red,13.5,Lisboa,"{'Rich', 'Juicy'}",2021.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
"Marcelo Pelleriti Malbec 2020/21, Mendoza",17.32,Malbec,Natural Cork,Argentina,"{'Red Fruit', 'Black Fruit', 'Violet', 'Ripe Fruit'}",Red,14.0,Mendoza,"{'Soft', 'Fruity'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
Definition Provence Rosé 2021/22,15.986666666666666,Grenache,Natural Cork,France,"{'Herbaceous', 'Peach', 'Strawberry', 'Raspberry'}",Rosé,13.0,Provence,"{'Delicate', 'Dry'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Mirabeau 'Pure' Rosé 2021/22, Provence",25.319999999999997,Grenache,Natural Cork,France,"{'Herbaceous', 'Peach', 'Strawberry', 'Raspberry'}",Rosé,13.0,Provence,"{'Delicate', 'Dry'}",2022.0,25<Price<=50,12.5<ABV<=13.5,Vintage>2020
"Balfour '1503' Brut, Kent",34.65333333333333,Chardonnay,Natural Cork,England,"{'Green Apple', 'Citrus Fruit', 'Bread'}",White,12.0,Kent,"{'Fruity', 'Crisp'}",,25<Price<=50,ABV<=12.5,
"Graham Beck Brut, South Africa",22.653333333333332,Chardonnay,Natural Cork,South Africa,"{'Cream', 'Citrus Fruit', 'Bread'}",White,12.0,Western Cape,"{'Rich', 'Toasty'}",,15<Price<=25,ABV<=12.5,
"Dog Point Organic Sauvignon Blanc 2022, Marlborough",30.653333333333332,Sauvignon Blanc,Screwcap,New Zealand,"{'Green Apple', 'Lemon', 'Tropical Fruit', 'Grass'}",White,13.5,Marlborough,"{'Zesty', 'Crisp'}",2022.0,25<Price<=50,12.5<ABV<=13.5,Vintage>2020
Laurent-Perrier 'Cuvée Rosé' Champagne,106.65333333333332,Pinot Noir,Natural Cork,France,"{'Red Cherry', 'Raspberry', 'Strawberry'}",Rosé,12.0,,"{'Fruity', 'Crisp'}",,Price>50,ABV<=12.5,
"Bolney Estate Pinot Gris 2019/20, Sussex",31.986666666666665,Pinot Gris,Screwcap,England,"{'Green Apple', 'Wet Stones', 'Honey', 'Red Apple'}",White,12.0,Sussex,"{'Fresh', 'Elegant'}",2020.0,25<Price<=50,ABV<=12.5,2015<Vintage<=2020
"Chapel Down 'A Touch of Sparkle' 2021/22, Kent",26.653333333333332,Bacchus,Natural Cork,England,"{'Lime', 'Citrus Fruit', 'Floral'}",White,12.5,Kent,"{'Fruity', 'Crisp'}",2022.0,25<Price<=50,ABV<=12.5,Vintage>2020
Pasqua 'Romeo & Juliet' Prosecco DOC Rosé 2021/22,18.653333333333332,Glera,Natural Cork,Italy,"{'Red Fruit', 'Citrus Fruit', 'Stone Fruit'}",Rosé,11.0,Prosecco Doc,"{'Fruity', 'Crisp'}",2022.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Chosen by Majestic Rosé 2022, Pays d’Oc",13.32,Grenache,Screwcap,France,"{'Red Fruit', 'Peach', 'Citrus Fruit'}",Rosé,12.5,Languedoc-Roussillon,"{'Delicate', 'Dry'}",2022.0,Price<=15,ABV<=12.5,Vintage>2020
"Copper Kingdom Shiraz 2017, Barossa",19.986666666666668,Shiraz,Screwcap,Australia,"{'Blackberry', 'Jammy', 'Leather', 'Black Pepper', 'Blackcurrant', 'Chocolate', 'Blueberry'}",Red,14.5,South Australia,"{'Bold', 'Spicy'}",2017.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"Chapel Down Rosé 2021/22, Kent",22.653333333333332,Pinot Noir,Screwcap,England,"{'Raspberry', 'Peach', 'Strawberry'}",Rosé,12.5,Kent,"{'Ripe', 'Fruity'}",2022.0,15<Price<=25,ABV<=12.5,Vintage>2020
Domaine Michaut Frères 'Le Jardin du Curé' Chablis 2021/22,33.32,Chardonnay,Natural Cork,France,"{'Green Apple', 'Lemon', 'Wet Stones'}",White,13.0,Burgundy,"{'Fresh', 'Elegant'}",2022.0,25<Price<=50,12.5<ABV<=13.5,Vintage>2020
"Mirabeau 'La Folie' Sparkling Rosé, Provence",23.986666666666665,Cinsault,Natural Cork,France,"{'Pineapple', 'Citrus Fruit', 'Raspberry', 'Strawberry'}",Rosé,12.5,Provence,"{'Fruity', 'Crisp'}",,15<Price<=25,ABV<=12.5,
"Penfolds Bin 8 Shiraz-Cabernet Sauvignon 2019, South Australia",39.986666666666665,Shiraz,Natural Cork,Australia,"{'Cassis', 'Blackcurrant', 'Strawberry', 'Chocolate', 'Vanilla', 'Black Plum'}",Red,14.5,South Australia,"{'Bold', 'Spicy'}",2019.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
Cattier Brut Blanc de Blancs Premier Cru Champagne,66.65333333333334,Chardonnay,Natural Cork,France,"{'Peach', 'Pastry', 'Apricot'}",White,12.5,,"{'Rich', 'Toasty'}",,Price>50,ABV<=12.5,
S&R Douro DOC 2018/19,15.986666666666666,Touriga Franca,Natural Cork,Portugal,"{'Earth', 'Spice', 'Vanilla', 'Violet', 'Red Fruit', 'Black Fruit'}",Red,14.0,Douro,"{'Bold', 'Spicy'}",2019.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
Louis Latour Bourgogne Côte d'Or Blanc 2019/21,37.32,Chardonnay,Natural Cork,France,"{'Lemon', 'Honey', 'Almond'}",White,13.5,Burgundy,"{'Ripe', 'Rounded'}",,25<Price<=50,12.5<ABV<=13.5,
"Leonidas Nassiakos ‘White Ash’ Assyrtiko 2020, Santorini",34.65333333333333,Assyrtiko,Natural Cork,Greece,"{'Lemon', 'Peach', 'Citrus Fruit', 'Stone Fruit'}",White,13.5,Greece,"{'Ripe', 'Rounded'}",2020.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
Heidsieck & Co. Monopole 'Rose Top' Champagne,53.32,Pinot Noir,Natural Cork,France,"{'Red Fruit', 'Biscuit', 'Raspberry'}",Rosé,12.5,,"{'Fruity', 'Crisp'}",,Price>50,ABV<=12.5,
"Simpsons Wine Estate Rosé 2020/22, England",19.986666666666668,Pinot Noir,Screwcap,England,"{'Raspberry', 'Peach', 'Strawberry'}",Rosé,12.5,,"{'Ripe', 'Fruity'}",2022.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Definition GSM 2020/21, South Australia",14.653333333333334,Grenache,Screwcap,Australia,"{'Red Fruit', 'Black Plum', 'Spice'}",Red,14.5,South Australia,"{'Smooth', 'Mellow'}",2021.0,Price<=15,13.5<ABV<=14.5,Vintage>2020
"Rustenberg 'Wild Ferment' Sauvignon Blanc 2020/22, Stellenbosch",19.986666666666668,Sauvignon Blanc,Screwcap,South Africa,"{'Gooseberry', 'Pineapple', 'Passionfruit', 'Peach', 'Melon'}",White,13.5,Stellenbosch,"{'Fresh', 'Elegant'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Montes Single Vineyard Merlot 2020/21, Colchagua Valley",17.32,Merlot,Screwcap,Chile,"{'Red Fruit', 'Black Fruit', 'Ripe Fruit', 'Vanilla'}",Red,14.5,Central Valley,"{'Smooth', 'Mellow'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Dourthe Réserve Sauvignon Blanc 2021/22, Bordeaux",15.986666666666666,Sauvignon Blanc,Natural Cork,France,"{'Wet Stones', 'Lemon', 'Herbaceous', 'Citrus Fruit', 'Gooseberry'}",White,12.5,Bordeaux,"{'Zesty', 'Crisp'}",2022.0,15<Price<=25,ABV<=12.5,Vintage>2020
Araldica Moscato d'Asti 2021/22,14.653333333333334,Moscato,Natural Cork,Italy,"{'Elderflower', 'Lemon', 'Honey'}",White,5.0,,"{'Aromatic', 'Floral'}",2022.0,Price<=15,ABV<=12.5,Vintage>2020
"Catena Chardonnay 2020/21, Mendoza",19.986666666666668,Chardonnay,Natural Cork,Argentina,"{'Pineapple', 'Peach', 'Vanilla'}",White,13.5,Mendoza,"{'Rich', 'Toasty'}",2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Montes Single Vineyard Chardonnay 2020/21, Casablanca Valley",17.32,Chardonnay,Screwcap,Chile,"{'Lemon', 'Peach', 'Vanilla'}",White,14.5,Aconcagua,"{'Rich', 'Toasty'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Quinta do Portal 'Mural' Reserva Tinto 2020, Douro",21.32,Tinta Roriz,Screwcap,Portugal,"{'Black Fruit', 'Black Cherry', 'Floral', 'Vanilla'}",Red,14.0,Douro,"{'Rich', 'Juicy'}",2020.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"Incanta Chardonnay 2021, Romania",11.986666666666666,Chardonnay,Screwcap,Romania,{'nan'},White,13.0,Romania,{'nan'},2021.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
"Miraval Blanc 2022, Côtes de Provence",30.653333333333332,Rolle,Natural Cork,France,"{'Green Apple', 'Citrus Fruit', 'Floral'}",White,12.5,Provence,"{'Ripe', 'Fruity'}",2022.0,25<Price<=50,ABV<=12.5,Vintage>2020
"The Whale Cove Sauvignon Blanc 2021/22, South Africa",11.986666666666666,Sauvignon Blanc,Screwcap,South Africa,"{'Green Apple', 'Lemon', 'Grapefruit', 'Grass', 'Gooseberry', 'Tropical Fruit'}",White,12.5,Western Cape,"{'Zesty', 'Crisp'}",2022.0,Price<=15,ABV<=12.5,Vintage>2020
"Cave Vinicole de Hunawihr ‘8’ Pinot Noir 2019, Alsace",22.653333333333332,Pinot Noir,Natural Cork,France,"{'Ripe Fruit', 'Sweet Spice', 'Sour Cherry'}",Red,14.0,Alsace,"{'Elegant', 'Light'}",2019.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"Quinta do Portal ‘Muros de Vinha’ 2021, Douro",17.32,Touriga Franca,Natural Cork,Portugal,"{'Red Fruit', 'Floral', 'Vanilla'}",Red,13.0,Douro,"{'Smooth', 'Mellow'}",2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
Pol Roger 'Réserve' Brut Champagne,75.98666666666666,Chardonnay,Natural Cork,France,"{'Pear', 'Citrus Fruit', 'Bread', 'Cream'}",White,12.5,,"{'Rich', 'Toasty'}",,Price>50,ABV<=12.5,
La Gioiosa Prosecco DOC Rosé 2021/22,17.32,Glera,Natural Cork,Italy,"{'Red Fruit', 'Citrus Fruit', 'Raspberry', 'Strawberry'}",Rosé,10.5,Prosecco Doc,"{'Fruity', 'Crisp'}",2022.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Yealands Sauvignon Blanc 2021/22, Marlborough",15.986666666666666,Sauvignon Blanc,Screwcap,New Zealand,"{'Green Apple', 'Lemon', 'Green Bell Pepper', 'Grass', 'Tropical Fruit'}",White,13.0,Marlborough,"{'Zesty', 'Crisp'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
Domaine Jomain Bourgogne Côte d’Or Blanc 2020/21,30.653333333333332,Chardonnay,Natural Cork,France,"{'Lemon', 'Honey', 'Cream', 'Butter', 'Vanilla', 'Peach'}",White,14.5,Burgundy,"{'Ripe', 'Rounded'}",2021.0,25<Price<=50,13.5<ABV<=14.5,Vintage>2020
"3 Finger Jack Zinfandel 2019/20, Lodi",22.653333333333332,Zinfandel,Natural Cork,USA,"{'Blackberry', 'Black Plum', 'Spice', 'Raspberry', 'Black Cherry', 'Coffee'}",Red,15.0,California,"{'Bold', 'Spicy'}",2020.0,15<Price<=25,ABV>14.5,2015<Vintage<=2020
"Domaine de Saint Ferréol Viognier 2021/22, Languedoc",22.653333333333332,Viognier,Natural Cork,France,"{'Lychee', 'Pineapple', 'Mango', 'Apricot'}",White,13.5,Languedoc-Roussillon,"{'Aromatic', 'Floral'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
Moillard-Thomas Chablis Premier Cru 2022,39.986666666666665,Chardonnay,Natural Cork,France,"{'Lemon', 'Citrus Fruit', 'Floral'}",White,13.0,Burgundy,"{'Fresh', 'Elegant'}",2022.0,25<Price<=50,12.5<ABV<=13.5,Vintage>2020
"Matias Riccitelli 'Hey Malbec!' 2021/22, Mendoza",18.653333333333332,Malbec,Natural Cork,Argentina,"{'Ripe Fruit', 'Black Pepper', 'Violet', 'Red Fruit', 'Black Fruit'}",Red,14.0,Mendoza,"{'Soft', 'Fruity'}",2022.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
Cattier Premier Cru Brut Champagne,53.32,Pinot Meunier,Natural Cork,France,"{'Peach', 'Citrus Fruit', 'Pastry'}",White,12.5,,"{'Fruity', 'Crisp'}",,Price>50,ABV<=12.5,
Maschio Conegliano Extra Dry Prosecco Superiore DOCG,18.653333333333332,Glera,Natural Cork,Italy,"{'Green Apple', 'Honey', 'Floral'}",White,11.0,Prosecco Docg,"{'Refreshing', 'Light'}",,15<Price<=25,ABV<=12.5,
"Chateau Ste. Michelle Cabernet Sauvignon 2018/19, Columbia Valley",22.653333333333332,Cabernet Sauvignon,Natural Cork,USA,"{'Blackberry', 'Blackcurrant', 'Cedar', 'Vanilla', 'Black Plum'}",Red,14.0,Washington State,"{'Full Bodied', 'Savoury'}",2019.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
Rémy Ferbras Côtes du Rhône Villages 2021,15.986666666666666,Grenache,Natural Cork,France,"{'Blackberry', 'Black Pepper', 'Red Fruit'}",Red,14.0,Rhône,"{'Smooth', 'Mellow'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Vilarnau ‘Gaudi’ Organic Rosé Cava Brut Reserva, Penedès",18.653333333333332,Garnacha,Natural Cork,Spain,"{'Bread', 'Red Apple', 'Strawberry', 'Pastry', 'Raspberry'}",White,12.0,,"{'Zesty', 'Crisp'}",,15<Price<=25,ABV<=12.5,
"Chapel Down Flint Dry 2021/22, Kent",23.986666666666665,Huxelrebe,Natural Cork,England,"{'Elderflower', 'Wet Stones', 'Citrus Fruit'}",White,12.5,Kent,"{'Zesty', 'Crisp'}",2022.0,15<Price<=25,ABV<=12.5,Vintage>2020
Domaine Trouillet Pouilly-Fuissé 2020/21,39.986666666666665,Chardonnay,Natural Cork,France,"{'Lemon', 'Honey', 'Apricot', 'Cream', 'Floral', 'Butter', 'Vanilla', 'Peach'}",White,13.5,Burgundy,"{'Ripe', 'Rounded'}",2021.0,25<Price<=50,12.5<ABV<=13.5,Vintage>2020
Château de Pizay Brouilly 2021/22,21.32,Gamay,Natural Cork,France,"{'Red Fruit', 'Raspberry', 'Strawberry', 'Prune'}",Red,13.0,Beaujolais,"{'Elegant', 'Light'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
Cave de Tain 'Les Blasons' Crozes-Hermitage 2019/20,22.653333333333332,Syrah,Natural Cork,France,"{'Blackberry', 'Black Cherry', 'Black Plum', 'Spice'}",Red,13.5,Rhône,"{'Bold', 'Spicy'}",2020.0,15<Price<=25,12.5<ABV<=13.5,2015<Vintage<=2020
"Yealands Estate Single Vineyard Sauvignon Blanc 2022, Marlborough",19.986666666666668,Sauvignon Blanc,Screwcap,New Zealand,"{'Green Apple', 'Lemon', 'Grass', 'Stone Fruit', 'Tropical Fruit'}",White,13.0,Marlborough,"{'Zesty', 'Crisp'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
Victorine de Chastenay Brut Crémant de Bourgogne,26.653333333333332,Pinot Noir,Natural Cork,France,"{'Green Apple', 'Citrus Fruit', 'Honey'}",White,12.5,Burgundy,"{'Fruity', 'Crisp'}",,25<Price<=50,ABV<=12.5,
"Definition Bacchus 2021/22, England",22.653333333333332,Bacchus,Screwcap,England,"{'Elderflower', 'Peach', 'Apricot'}",White,12.5,,"{'Aromatic', 'Floral'}",2022.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Domaine Begude 'Le Paradis' Organic Viognier 2021/22, Limoux",22.653333333333332,Viognier,Natural Cork,France,"{'Peach', 'Spice', 'Apricot'}",White,13.5,Languedoc-Roussillon,"{'Ripe', 'Rounded'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Cline 'Nancy's Vines' Viognier 2020/21, California",23.986666666666665,Viognier,Natural Cork,USA,"{'Pear', 'Vanilla', 'Pineapple', 'Stone Fruit', 'Peach'}",White,14.5,California,"{'Ripe', 'Rounded'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Cune Cava Brut, Penedès",22.653333333333332,Xarel-Lo,Natural Cork,Spain,"{'Lemon', 'Stone Fruit', 'Red Apple'}",White,11.5,,"{'Fruity', 'Crisp'}",,15<Price<=25,ABV<=12.5,
Definition Sauternes 2014 Half Bottle,31.973333333333333,Sémillon,Natural Cork,France,"{'Lemon', 'Honey', 'Apricot', 'Citrus Fruit', 'Orange Marmalade', 'Orange'}",White,13.0,Bordeaux,{'nan'},2014.0,25<Price<=50,12.5<ABV<=13.5,Vintage<=2015
"Louis M. Martini Cabernet Sauvignon 2017/18, Sonoma County",29.319999999999997,Cabernet Sauvignon,Natural Cork,USA,"{'Blackcurrant', 'Black Cherry', 'Vanilla'}",Red,14.5,California,"{'Smooth', 'Mellow'}",2018.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Balfour '1503' Rosé, Kent",34.65333333333333,Chardonnay,Natural Cork,England,"{'Biscuit', 'Citrus Fruit', 'Raspberry', 'Strawberry'}",Rosé,12.0,Kent,"{'Fruity', 'Crisp'}",,25<Price<=50,ABV<=12.5,
"Louis Pommery Brut England, Hampshire",46.653333333333336,Chardonnay,Natural Cork,England,"{'Green Apple', 'Citrus Fruit', 'Peach', 'Bread'}",White,12.5,Hampshire,"{'Fruity', 'Crisp'}",,25<Price<=50,ABV<=12.5,
"Definition English Sparkling Rosé, Hampshire",39.986666666666665,Chardonnay,Natural Cork,England,"{'Red Fruit', 'Cream', 'Raspberry'}",Rosé,12.0,Hampshire,"{'Fruity', 'Crisp'}",,25<Price<=50,ABV<=12.5,
"Balfour Brut Rosé 2017, Kent",53.32,Pinot Noir,Natural Cork,England,"{'Red Fruit', 'Herbaceous', 'Strawberry'}",Rosé,12.0,Kent,"{'Fruity', 'Crisp'}",2017.0,Price>50,ABV<=12.5,2015<Vintage<=2020
"La Brise Blanche Organic Albariño 2022, France",15.986666666666666,Albarino,Screwcap,France,"{'Green Apple', 'Peach', 'Apricot'}",White,13.0,Sw France (Ec. Boredeaux),"{'Fresh', 'Elegant'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Amiral de Beychevelle 2020, Saint-Julien",53.32,Cabernet Sauvignon,Natural Cork,France,"{'Red Fruit', 'Spice', 'Savoury'}",Red,13.5,Bordeaux,"{'Full Bodied', 'Savoury'}",2020.0,Price>50,12.5<ABV<=13.5,2015<Vintage<=2020
Raoul Clerget Beaujolais,13.32,Gamay,Synthetic Cork,France,"{'Red Cherry', 'Raspberry'}",Red,13.0,Beaujolais,"{'Soft', 'Fruity'}",,Price<=15,12.5<ABV<=13.5,
"LB7 Rosé 2021/22, Lisbon",12.653333333333334,Castelão ,Screwcap,Portugal,"{'Raspberry', 'Peach', 'Strawberry', 'Floral'}",Rosé,12.5,Lisboa,"{'Ripe', 'Fruity'}",2021.0,Price<=15,ABV<=12.5,Vintage>2020
"Château Pigoudet 'La Chapelle' Rosé 2021/22, Coteaux d'Aix-en-Provence",18.653333333333332,Cinsault,Screwcap,France,"{'Herbaceous', 'Peach', 'Strawberry', 'Raspberry'}",Rosé,13.5,Provence,"{'Delicate', 'Dry'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Miraval ‘Sainte Victoire’ Rosé 2022, Côtes-de-Provence Sainte-Victoire",35.986666666666665,Grenache,Natural Cork,France,"{'Cranberry', 'Raspberry', 'Mineral'}",Rosé,13.0,Provence,"{'Delicate', 'Dry'}",2022.0,25<Price<=50,12.5<ABV<=13.5,Vintage>2020
"Floração Rosé 2021/22, Lisbon",10.653333333333334,Castelão ,Screwcap,Portugal,"{'Raspberry', 'Peach', 'Strawberry'}",Rosé,12.5,Lisboa,"{'Ripe', 'Fruity'}",2022.0,Price<=15,ABV<=12.5,Vintage>2020
"Famille Bougrier 'Les Roches Blanches' Sauvignon Blanc 2021/22, Touraine",18.653333333333332,Sauvignon Blanc,Synthetic Cork,France,"{'Green Apple', 'Peach', 'Citrus Fruit'}",White,12.5,Loire,"{'Fresh', 'Elegant'}",2022.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Nero Oro Rosé 2021, Sicily",15.986666666666666,Nerello Mascalese,Screwcap,Italy,"{'Red Cherry', 'Floral', 'Strawberry'}",Rosé,12.5,Sicily,"{'Ripe', 'Fruity'}",2021.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Caves d'Esclans 'Whispering Angel' Rosé 2021/22 Magnum, Provence",31.993333333333336,Grenache,Natural Cork,France,"{'Herbaceous', 'Peach', 'Strawberry', 'Raspberry'}",Rosé,13.0,Provence,"{'Delicate', 'Dry'}",2022.0,25<Price<=50,12.5<ABV<=13.5,Vintage>2020
"Maison Saint Aix 'AIX' Rosé Double Magnum 2021/22, Coteaux d'Aix en Provence",27.996666666666666,Grenache,Natural Cork,France,"{'Herbaceous', 'Peach', 'Strawberry', 'Raspberry'}",Rosé,13.0,Provence,"{'Delicate', 'Dry'}",2022.0,25<Price<=50,12.5<ABV<=13.5,Vintage>2020
"Compagnia Rosé 2022, Île de Beauté, Corsica",17.32,Niellucciu,Synthetic Cork,France,"{'Cranberry', 'Raspberry', 'Peach'}",Rosé,12.0,Corsica,"{'Delicate', 'Dry'}",2022.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Gérard Bertrand 'Côte des Roses' Rosé Magnum 2022, Languedoc",17.993333333333332,Grenache,Vinolok,France,"{'Grapefruit', 'Floral', 'Strawberry', 'Raspberry', 'Peach'}",Rosé,13.0,Languedoc-Roussillon,"{'Delicate', 'Dry'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Alamos Malbec Rosé 2021/22, Mendoza",13.32,Malbec,Screwcap,Argentina,"{'Raspberry', 'Peach', 'Strawberry'}",Rosé,13.5,Mendoza,"{'Delicate', 'Dry'}",2022.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
"Silver Ghost Rosé 2021/22, South Africa",9.32,Pinotage,Screwcap,South Africa,"{'Raspberry', 'Peach', 'Strawberry'}",Rosé,12.0,Western Cape,"{'Ripe', 'Fruity'}",2022.0,Price<=15,ABV<=12.5,Vintage>2020
"Cloudy Bay 'Pelorus' Sparkling Rosé, Marlborough",43.98666666666667,Pinot Noir,Natural Cork,New Zealand,"{'Red Fruit', 'Raspberry', 'Strawberry'}",Rosé,12.5,Marlborough,"{'Fruity', 'Crisp'}",,25<Price<=50,ABV<=12.5,
"Barefoot White Zinfandel Rosé, California",10.653333333333334,Zinfandel,Screwcap,USA,"{'Red Cherry', 'Watermelon', 'Strawberry'}",Rosé,8.0,California,"{'Ripe', 'Fruity'}",,Price<=15,ABV<=12.5,
"Majestic Fizzy & Juicy, Italy",9.32,Glera,Natural Cork,Italy,"{'Raspberry', 'Strawberry', 'Red Apple'}",Rosé,11.0,Veneto,"{'Fruity', 'Crisp'}",,Price<=15,ABV<=12.5,
"Bottega ‘Rose Gold’ Brut Rosé, Lombardy",34.65333333333333,Pinot Noir,Natural Cork,Italy,"{'Honey', 'Red Apple', 'Citrus Fruit', 'Strawberry', 'Raspberry'}",Rosé,11.5,Prosecco Doc,"{'Fruity', 'Crisp'}",,25<Price<=50,ABV<=12.5,
Nicolas Feuillatte Brut Champagne,39.986666666666665,Chardonnay,Natural Cork,France,"{'Green Apple', 'Biscuit', 'Citrus Fruit', 'Bread'}",White,12.0,,"{'Fruity', 'Crisp'}",,25<Price<=50,ABV<=12.5,
Cune Rioja Reserva 2018/19,19.986666666666668,Tempranillo,Natural Cork,Spain,"{'Red Fruit', 'Black Fruit', 'Vanilla'}",Red,14.0,Rioja And Navarra,"{'Full Bodied', 'Savoury'}",2018.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"Château Tour de Bigorre 2016, Bordeaux",15.986666666666666,Merlot,Natural Cork,France,"{'Red Fruit', 'Toast', 'Vanilla', 'Savoury'}",Red,13.5,Bordeaux,"{'Full Bodied', 'Savoury'}",2016.0,15<Price<=25,12.5<ABV<=13.5,2015<Vintage<=2020
"Journey’s End ‘Lone Creek’ Sauvignon Blanc 2021/22, Western Cape",13.32,Sauvignon Blanc,Screwcap,South Africa,"{'Elderflower', 'Lemon', 'Passionfruit'}",White,12.5,Western Cape,"{'Zesty', 'Crisp'}",2022.0,Price<=15,ABV<=12.5,Vintage>2020
