year;Alsace;Auvergne;Auxerre-Avalon;Beaujolais and Maconnais;Bordeaux;Burgundy;Champagne;Gaillac- South-West;Germany;High Loire Valley;Ile de France;Jura;Languedoc;Low Loire Valley;Luxembourg;Maritime alps;Northern Italy;Northern Lorraine;Northern Rhone Valley;Savoie;Southern Lorraine;Southern Rhone Valley;Spain;Switzerland (Leman Lake);Various South-East;Vendée - Poitou Charente
1819;40.0000;39.9000;34.0000;;21.2000;27.6000;29.2000;;42.0000;36.0000;26.8000;34.0000;;43.7000;;;43.0000;41.0000;33.0000;;27.0000;29.5000;;42.8000;;28.5000
1820;42.0000;46.7000;41.0000;;27.2000;42.3000;37.9000;;54.0000;33.5000;33.6000;48.6000;;53.1000;;;48.0000;46.0000;32.0000;;30.4000;25.3000;;47.7000;;32.5000
1821;49.0000;53.6000;48.5000;;33.2000;48.5000;42.3000;;60.0000;43.0000;44.1000;56.3000;;58.1000;;;54.0000;49.0000;35.0000;;51.0000;39.0000;;60.2000;;42.5000
1822;2.7000;9.1000;2.5000;;-5.8000;4.0000;-12.9000;;25.0000;-1.0000;0.5000;9.6000;;16.1000;;;24.0000;9.0000;9.0000;;3.0000;12.0000;;15.7000;;0.0000
1823;50.0000;50.7000;45.5000;;36.6000;45.0000;41.5000;;55.0000;43.0000;36.0000;54.5000;;57.1000;;;53.0000;50.0000;43.0000;;35.9000;34.3000;;52.1000;;40.0000
1824;44.5000;52.3000;46.0000;;33.6000;43.6000;42.4000;;51.0000;42.0000;41.0000;52.6000;;51.7000;;;44.0000;49.0000;42.0000;;46.4000;43.1000;;46.7000;;39.1000
1825;36.0000;30.0000;22.5000;;9.7000;21.0000;35.5000;;47.0000;19.0000;15.0000;29.7000;;24.7000;;;43.0000;34.0000;12.0000;;23.5000;26.5000;;39.0000;;8.1000
1826;31.0000;47.0000;32.0000;;18.5000;33.4000;50.6000;;49.0000;31.0000;24.1000;41.0000;;35.1000;;;47.0000;39.0000;31.0000;;32.0000;31.8000;;40.0000;;22.6000
1827;35.0000;41.9000;32.5000;;18.5000;30.0000;49.0000;;41.0000;27.0000;24.6000;34.0000;;35.7000;;;47.0000;36.0000;31.0000;;31.0000;27.1000;;40.7000;;23.4000
1828;36.0000;40.7000;36.0000;;15.3000;34.4000;52.7000;;47.0000;32.0000;28.6000;37.6000;;41.7000;;;43.0000;50.0000;25.0000;;30.9000;21.1000;;37.7000;;28.5000
1829;34.0000;51.8000;44.0000;;25.3000;43.3000;76.4000;;51.0000;43.0000;36.1000;48.6000;;51.7000;;;46.0000;51.0000;35.0000;;47.0000;37.1000;;50.5000;;37.2000
1830;24.0000;35.7000;32.0000;;15.6000;30.0000;60.1000;;46.0000;28.0000;28.8000;40.6000;;48.1000;;;43.0000;41.0000;27.0000;;30.8000;25.3000;;43.1000;;31.6000
1831;40.0000;43.8000;27.5000;;13.4000;30.0000;61.1000;;;24.0000;22.8000;39.6000;;36.1000;;;50.0000;41.0000;25.0000;;37.8000;25.1000;;45.1000;;25.0000
1832;47.0000;42.6000;35.5000;;20.5000;36.0000;61.1000;;;32.5000;34.7000;45.3000;;51.1000;;;47.0000;55.0000;39.0000;;38.0000;34.6000;;47.4000;;32.1000
1833;24.0000;43.1000;32.5000;;20.7000;29.5000;52.5000;;;29.0000;22.8000;37.2000;;39.7000;;;51.0000;35.0000;31.0000;32.0000;30.0000;25.9000;;41.0000;;30.2000
1834;10.9000;32.3000;22.0000;;9.0000;17.0000;32.5000;;;17.5000;15.3000;26.8000;;31.1000;;;39.0000;31.0000;20.0000;23.0000;23.0000;26.0000;;28.3000;;20.5000
1835;39.0000;50.6000;38.0000;;24.0000;37.0000;67.0000;;;37.0000;28.8000;41.6000;;40.7000;;;49.0000;48.0000;31.0000;46.0000;36.8000;38.6000;;46.0000;;32.2000
1836;39.5000;51.0000;36.0000;;23.8000;38.0000;61.5000;;;31.5000;30.6000;46.6000;;40.1000;;;50.0000;47.0000;38.0000;43.0000;41.0000;32.7000;;46.2000;;33.6000
1837;47.5000;49.6000;40.5000;;25.8000;40.9000;67.4000;;;36.5000;35.7000;48.1000;;48.7000;;;48.0000;49.0000;37.0000;46.0000;37.9000;34.3000;;49.0000;;33.3000
1838;37.0000;48.3000;41.0000;;29.3000;38.9000;75.2000;;;43.5000;41.0000;46.8000;;48.1000;;;48.0000;47.0000;36.0000;42.0000;43.9000;37.4000;;49.3000;;45.1000
1839;;41.5000;30.5000;;26.3000;31.8000;47.4000;;;30.5000;27.6000;43.1000;;40.1000;;;39.0000;39.0000;32.0000;40.0000;33.4000;34.1000;;40.8000;;34.8000
1840;;40.8000;27.5000;;18.6000;25.9000;49.0000;;;22.5000;17.8000;34.6000;;41.1000;40.0000;;42.0000;38.0000;26.0000;39.0000;29.4000;31.4000;;40.5000;41.0000;23.2000
1841;;42.4000;31.5000;;19.3000;27.0000;50.9000;;;32.5000;27.6000;37.7000;;47.1000;35.0000;;41.0000;37.5000;27.0000;42.0000;30.0000;27.1000;;37.5000;43.0000;34.1000
1842;;38.5000;23.0000;;21.8000;19.3000;28.7000;;;21.0000;18.3000;27.6000;;34.1000;37.0000;;38.0000;26.8000;20.0000;34.0000;16.9000;28.3000;;31.9000;38.5000;20.7000
1843;39.7000;56.6000;47.0000;;36.3000;46.9000;77.9000;;;40.0000;40.0000;52.6000;;59.1000;54.0000;;55.0000;49.6000;38.0000;54.0000;49.0000;39.8000;;53.6000;46.5000;49.1000
1844;46.7000;35.6000;25.5000;;14.8000;23.3000;49.5000;;;20.0000;23.3000;37.1000;;33.1000;45.0000;;40.0000;37.0000;23.0000;39.0000;28.4000;28.2000;;40.2000;44.5000;19.7000
1845;29.7000;55.8000;40.0000;;38.1000;37.5000;69.7000;;;45.0000;39.5000;50.6000;;57.1000;34.0000;;53.0000;46.6000;32.0000;51.0000;48.8000;37.1000;;50.1000;44.0000;46.7000
1846;;29.8000;14.0000;;14.3000;12.8000;18.8000;;;14.0000;13.1000;26.6000;;27.1000;29.0000;;28.0000;21.5000;14.0000;24.0000;20.8000;22.6000;;29.5000;36.0000;16.4000
1847;34.7000;39.5000;35.0000;;25.3000;35.8000;59.8000;;;30.0000;31.0000;43.6000;;44.6000;55.0000;;48.0000;41.7000;28.0000;43.0000;38.8000;26.8000;;43.0000;40.0000;36.5000
1848;35.5000;41.0000;32.0000;;19.8000;30.3000;50.0000;;;27.0000;26.8000;43.5000;;40.6000;44.0000;;46.0000;41.7000;26.0000;41.0000;35.8000;27.1000;;40.3000;38.0000;30.6000
1849;32.5000;41.0000;33.0000;;21.0000;27.3000;55.7000;;;31.0000;30.7000;44.5000;;38.1000;56.0000;;35.0000;41.4000;25.0000;33.0000;34.8000;29.0000;;38.2000;41.5000;25.6000
1850;33.7000;51.5000;40.5000;;29.2000;36.8000;63.5000;;;43.5000;33.1000;50.9000;;45.1000;;;54.0000;45.7000;37.0000;45.0000;46.0000;34.0000;;49.5000;40.0000;34.5000
1851;39.5000;51.6000;40.0000;;26.9000;35.8000;67.6000;;;38.5000;39.3000;52.8000;;50.6000;75.0000;;52.0000;50.0000;38.0000;51.0000;51.0000;38.1000;;52.0000;39.0000;38.2000
1852;41.9000;46.2000;36.5000;;24.3000;25.3000;60.2000;;;32.0000;27.2000;42.7000;;40.6000;55.0000;;48.0000;43.0000;27.0000;43.0000;36.0000;34.5000;;40.3000;35.5000;34.5000
1853;42.5000;57.1000;40.5000;;39.2000;35.5000;64.7000;;;45.5000;35.0000;54.6000;;61.6000;59.0000;;;42.6000;38.0000;50.0000;48.8000;39.4000;;51.5000;38.0000;50.2000
1854;48.0000;48.0000;39.5000;;35.0000;28.1000;60.2000;;;35.0000;37.6000;45.8000;;54.6000;64.0000;;;38.9000;25.0000;35.0000;36.9000;25.5000;;41.0000;45.0000;39.2000
1855;45.0000;51.3000;38.0000;;36.8000;35.3000;60.0000;;;41.5000;35.5000;48.9000;;50.1000;52.0000;;58.0000;43.9000;31.0000;40.0000;38.0000;29.1000;;47.7000;36.0000;39.7000
1856;47.0000;48.6000;36.5000;;29.9000;32.6000;63.1000;;;33.0000;32.0000;49.8000;;44.1000;64.0000;;33.0000;47.9000;30.0000;42.0000;46.0000;35.0000;;47.3000;40.0000;31.5000
1857;24.0000;37.4000;22.0000;;19.0000;20.9000;37.4000;;;24.0000;19.7000;36.6000;;34.6000;39.0000;;27.0000;33.2000;23.0000;38.0000;21.0000;32.1000;;39.2000;41.0000;25.1000
1858;39.1000;28.3000;22.0000;;20.0000;20.3000;37.4000;;;30.5000;19.2000;36.7000;;32.6000;44.0000;;25.0000;31.3000;20.0000;31.0000;27.0000;24.4000;;36.0000;38.0000;23.1000
1859;28.6000;31.8000;23.0000;;22.0000;21.0000;39.2000;;;22.5000;19.0000;33.9000;;31.1000;36.0000;;;30.2000;26.0000;34.0000;24.0000;23.9000;;35.7000;42.0000;23.4000
1860;41.7000;50.2000;45.0000;;28.0000;36.8000;72.6000;;;47.0000;42.7000;57.2000;;57.6000;;;;47.4000;34.0000;46.0000;50.0000;34.4000;;52.3000;35.0000;41.2000
1861;37.0000;35.8000;29.0000;;21.8000;26.1000;45.9000;;;26.5000;23.7000;38.9000;;38.6000;51.0000;;;35.7000;25.0000;40.0000;30.0000;28.7000;;35.4000;31.0000;25.7000
1862;20.0000;33.6000;25.0000;;19.0000;21.9000;44.2000;;;30.0000;24.7000;36.3000;;39.1000;51.0000;;16.0000;33.0000;25.0000;29.0000;26.0000;22.5000;;33.4000;37.0000;26.2000
1863;36.0000;38.1000;32.0000;;23.1000;20.9000;53.8000;;;31.0000;24.7000;44.4000;;38.1000;56.0000;;25.0000;43.2000;21.0000;35.0000;21.0000;22.5000;;35.5000;32.0000;23.7000
1864;42.0000;38.4000;29.0000;;17.2000;25.5000;54.0000;;;25.0000;26.0000;45.1000;;35.1000;55.0000;;40.0000;42.7000;22.0000;36.0000;38.0000;20.1000;;40.9000;32.0000;20.3000
1865;18.0000;17.5000;11.0000;;6.2000;10.3000;7.9000;;;15.0000;9.3000;25.9000;;20.1000;39.0000;;26.0000;13.0000;10.0000;21.0000;13.0000;21.6000;;25.9000;32.0000;13.0000
1866;38.1000;40.7000;32.0000;;20.8000;27.0000;59.3000;;;34.5000;29.5000;47.3000;;44.1000;56.0000;;45.0000;40.8000;20.0000;33.0000;37.5000;29.1000;;46.0000;35.0000;27.7000
1867;37.0000;39.2000;31.5000;;18.3000;27.8000;52.6000;;;35.0000;32.5000;49.3000;;49.6000;58.0000;;37.0000;36.7000;20.0000;38.0000;32.5000;20.1000;;41.3000;35.0000;31.0000
1868;17.9000;34.3000;12.0000;;6.4000;14.0000;20.6000;;;18.0000;9.1000;31.2000;;32.6000;31.0000;;35.0000;14.2000;15.0000;22.0000;15.5000;17.1000;;24.4000;32.0000;14.0000
1869;30.6000;34.6000;24.5000;;14.9000;21.8000;47.8000;;;26.0000;27.0000;39.8000;;49.1000;55.0000;;34.0000;36.9000;25.0000;30.0000;28.5000;17.3000;;37.7000;38.5000;16.0000
1870;23.0000;27.7000;15.0000;;10.2000;21.0000;23.4000;;;12.0000;15.7000;33.8000;;28.6000;47.0000;;33.0000;32.9000;17.0000;22.0000;26.4000;17.1000;;32.7000;32.0000;14.0000
1871;43.3000;36.3000;32.0000;;22.2000;35.3000;61.0000;;;33.0000;30.8000;49.5000;;43.6000;50.0000;;48.0000;43.2000;27.0000;52.0000;44.0000;20.1000;;42.7000;38.0000;25.0000
1872;37.0000;40.9000;29.0000;;25.8000;29.5000;56.2000;;;28.0000;27.7000;45.2000;;47.6000;44.0000;;46.0000;43.7000;32.0000;39.0000;37.5000;22.1000;;41.3000;34.0000;34.0000
1873;36.0000;38.6000;33.0000;;22.8000;29.8000;60.5000;;;26.0000;30.7000;46.0000;;46.1000;57.0000;;36.0000;43.0000;24.0000;41.0000;33.5000;22.1000;;39.7000;36.0000;32.0000
1874;28.0000;38.2000;17.5000;;15.0000;19.5000;41.7000;;;21.5000;21.0000;41.4000;;34.1000;45.0000;;42.0000;33.8000;23.0000;33.0000;31.0000;20.1000;;35.3000;35.5000;2.0000
1875;31.0000;42.3000;25.0000;;23.2000;24.8000;55.2000;;;31.5000;27.0000;43.1000;;45.6000;53.0000;;45.0000;37.8000;20.0000;37.0000;25.0000;18.1000;;33.0000;30.0000;29.0000
1876;41.0000;42.6000;34.5000;;29.0000;35.6000;56.0000;;;31.5000;30.9000;49.1000;;37.1000;54.0000;;50.0000;45.7000;34.0000;47.0000;45.0000;21.1000;;45.3000;36.0000;32.0000
1877;42.0000;38.0000;31.5000;;26.0000;35.6000;58.4000;;;32.5000;32.2000;47.1000;;43.1000;58.0000;;48.0000;34.6000;25.0000;43.0000;41.0000;19.1000;;44.0000;32.0000;34.0000
1878;34.0000;38.5000;34.0000;;24.0000;35.0000;56.5000;;;36.5000;30.7000;51.1000;;52.6000;57.0000;;45.0000;42.4000;25.0000;56.0000;42.0000;19.1000;;46.7000;35.0000;
1879;46.0000;48.2000;48.5000;;44.2000;47.5000;79.7000;;;50.5000;53.0000;53.5000;;70.6000;49.0000;;50.0000;46.7000;;58.0000;53.8000;22.1000;;51.7000;40.0000;
1880;41.0000;;;;22.6000;29.9000;22.5000;;;;27.0000;40.0000;;63.0000;53.0000;;41.0000;34.0000;;;;30.1000;;40.5000;38.0000;
1881;25.8000;;;;21.1000;27.3000;22.6000;;;;26.0000;;;34.0000;47.0000;;40.0000;36.0000;;;;19.4000;;35.5000;;
1882;36.0000;;;;25.1000;34.9000;33.8000;;;;39.0000;;;48.0000;56.0000;;36.0000;46.0000;;;;33.4000;;43.5000;;
1883;35.0000;;;;29.6000;36.8000;25.9000;;;;38.0000;;;44.0000;52.0000;;52.0000;40.0000;;;;35.6000;;42.0000;;
1884;31.0000;;;;25.1000;30.3000;22.8000;;;;29.0000;;;40.0000;52.0000;;38.0000;33.0000;;;;30.1000;;32.5000;25.0000;
1885;30.3000;;;;26.1000;25.8000;23.0000;;;;28.0000;;;42.0000;55.0000;;;;;;;38.9000;;35.0000;22.5000;
1886;29.0000;;;;24.6000;28.9000;22.9000;;;;30.0000;;;50.0000;53.0000;;;;;;;29.3000;;39.0000;17.5000;
1887;27.0000;;;;24.6000;28.9000;26.9000;;;;33.0000;;;47.0000;54.0000;;;;;;;26.2000;;34.0000;25.0000;
1888;;;;;32.1000;33.2000;30.4000;;;;41.0000;49.9000;;50.0000;55.0000;;;;;;;35.7000;;40.5000;29.0000;
1889;23.0000;;;;35.6000;25.1000;12.4000;;;;23.0000;44.6000;;44.0000;45.0000;;;;;;;27.6000;;43.0000;;
1890;37.0000;;;;31.1000;29.9000;29.9000;;;;36.0000;54.9000;;50.0000;53.0000;;;;;;;47.6000;;41.5000;;
1891;43.0000;;;;34.6000;38.7000;39.0000;;;;45.0000;58.0000;;51.0000;63.0000;;;;;;;36.4000;;41.0000;;
1892;;;;13.0000;17.6000;23.0000;17.0000;;;;24.0000;33.9000;;33.0000;40.0000;;;;;;;32.7000;;27.0000;;
1893;14.5000;;;-6.0000;-12.4000;-1.0000;-2.2000;;;;7.0000;23.6000;;11.0000;33.0000;;;;;;;29.6000;28.0000;22.5000;;
1894;;;;15.0000;28.1000;30.3000;25.4000;;;;31.0000;44.9000;;49.0000;58.0000;;;;;;;35.6000;39.0000;37.5000;;
1895;;;;15.0000;21.1000;24.3000;17.9000;;;;23.0000;32.6000;;41.0000;52.0000;;;;;;;32.8000;38.0000;27.0000;20.0000;
1896;;;;24.0000;16.1000;27.8000;23.8000;;;;21.0000;35.1000;;28.0000;50.0000;;;;;;;33.8000;42.0000;36.0000;;
1897;;;;19.0000;15.6000;21.3000;16.0000;;;;27.0000;29.6000;;39.0000;50.0000;;;;;;;32.6000;27.0000;20.0000;20.0000;
1898;;;;26.0000;20.1000;31.3000;38.4000;;;;40.0000;32.6000;;47.0000;56.0000;;;;;;;30.7000;42.0000;39.0000;;
1899;36.0000;;;19.0000;21.1000;26.8000;23.9000;;;;21.0000;39.0000;;36.0000;55.0000;;;;;;;31.0000;25.0000;28.5000;;
1900;35.0000;;;18.0000;18.1000;28.8000;18.0000;;;;23.0000;;;33.0000;38.0000;;;;;;;36.6000;32.0000;30.0000;;
1901;24.0000;;;10.0000;10.6000;16.5000;19.5000;;;;17.1000;36.4000;;31.0000;40.0000;;;;;;;36.4000;34.0000;24.0000;;
1902;45.0000;;;27.0000;20.6000;32.4000;31.0000;;;;40.1000;;;42.0000;56.0000;;;;;;;43.0000;;36.5000;15.0000;
1903;43.0000;;;30.0000;22.1000;34.8000;33.0000;;;;31.0000;50.6000;;45.0000;48.0000;;;;;;;46.0000;40.0000;33.5000;;
1904;23.0000;;;9.0000;15.1000;18.8000;17.0000;;;;16.1000;;;33.0000;32.0000;;;;;;;24.6000;26.0000;18.0000;;
1905;24.0000;;;15.0000;13.6000;24.8000;23.0000;;;;31.6000;30.6000;;32.0000;32.0000;;;;;;;26.6000;48.0000;27.5000;27.0000;
1906;32.0000;;;8.0000;11.6000;22.5000;18.0000;;;;24.0000;31.6000;;28.0000;40.0000;;;;;;;30.6000;40.0000;30.5000;;
1907;34.0000;;;24.0000;22.1000;34.5000;30.0000;;;;32.0000;;;49.0000;31.0000;;;;;;;38.3000;34.0000;39.5000;28.5000;
1908;21.0000;;;13.0000;14.1000;23.0000;16.0000;;;;22.0000;;;35.0000;45.0000;;;;;;;30.9000;49.0000;29.0000;31.0000;
1909;24.0000;;;27.0000;22.1000;33.5000;26.0000;;;;29.0000;59.0000;;41.0000;30.0000;;;;;;;31.3000;48.0000;40.5000;45.0000;
1910;41.0000;;;;36.4000;;;;;;52.0000;;21.9000;49.0000;33.0000;;;;;;;28.3000;55.0000;37.5000;;
1911;25.0000;;;9.0000;14.4000;12.4000;10.0000;;;;14.0000;34.9000;16.9000;29.0000;31.0000;;;;;;;13.3000;41.0000;26.0000;;
1912;31.0000;;;17.0000;19.4000;29.0000;28.0000;;;;24.0000;44.0000;10.9000;38.0000;37.0000;;;;;;;29.9000;44.0000;46.5000;;
1913;13.0000;;;;22.9000;33.0000;36.0000;;;;34.0000;;20.9000;47.0000;30.0000;;;;;;;;45.0000;30.0000;;
1914;;;;26.0000;19.1000;35.5000;28.0000;;;;24.0000;45.0000;;42.0000;54.0000;;;;;;;;45.0000;36.0000;40.0000;
1915;;;;13.0000;19.1000;16.3000;10.0000;;;;18.0000;40.0000;;34.0000;31.0000;;;;;;;23.3000;42.0000;26.5000;19.5000;
1916;;;;29.0000;24.1000;36.3000;25.0000;;;;34.0000;47.0000;;43.0000;48.0000;;;;;;;38.3000;46.0000;37.5000;10.5000;
1917;;;;13.0000;16.1000;;10.0000;;;;17.0000;26.0000;;34.0000;24.0000;;;;;;;23.4000;;19.0000;17.5000;
1918;;;;24.0000;22.1000;25.5000;24.0000;;;;20.0000;42.0000;21.9000;38.0000;18.0000;;;;;;;29.3000;;31.5000;20.0000;
1919;36.0000;;;22.0000;19.1000;28.9000;28.0000;;;;22.0000;46.0000;13.9000;34.0000;15.0000;;;;;;;20.9000;;32.5000;;
1920;24.0000;;;;18.9000;27.0000;22.0000;;;;27.0000;40.0000;6.9000;58.0000;39.0000;;;;;;;18.6000;;25.0000;;
1921;;;;;13.1000;20.8000;19.0000;;;;12.0000;27.0000;10.9000;38.0000;28.0000;;;;;;;12.8000;37.0000;22.0000;;
1922;;;;;10.9000;26.1000;23.0000;;;;27.0000;41.0000;11.9000;44.0000;44.0000;;;;;;;12.4000;41.0000;35.0000;;
1923;;;;;26.1000;28.8000;38.0000;;;;32.0000;41.0000;21.9000;40.0000;53.0000;;;;;;;29.5000;;37.0000;;
1924;;;;;15.9000;23.3000;24.3000;;;;26.0000;36.0000;9.9000;41.0000;44.0000;;;;;;;18.8000;31.0000;31.5000;;
1925;;;;;28.9000;22.5000;29.3000;;;;31.0000;43.0000;25.0000;45.0000;42.0000;;;;;;;21.3000;59.0000;30.0000;40.0000;
1926;36.0000;;;;23.4000;24.5000;35.3000;;;;30.0000;44.0000;26.5000;46.0000;50.0000;;;;;;;21.3000;58.0000;38.6000;20.0000;
1927;;;;;19.4000;21.5000;22.8000;;;;29.0000;39.0000;6.5000;45.0000;48.0000;;;;;;;19.6000;40.0000;26.6000;;
1928;;;;;17.4000;25.3000;27.8000;;;;27.0000;33.0000;22.9000;35.0000;43.0000;;;;;;;24.3000;38.0000;27.6000;;
1929;;;;18.0000;22.1000;24.5000;25.3000;;;;26.0000;37.0000;11.0000;39.0000;39.0000;;;;;;;27.3000;33.0000;26.6000;29.0000;
1930;;;;22.0000;26.4000;26.5000;25.3000;;;;36.0000;40.0000;15.5000;48.0000;24.0000;;;;;;;24.3000;42.0000;33.6000;25.5000;
1931;;;;14.0000;20.1000;26.3000;27.0000;;;;33.0000;38.0000;19.5000;44.0000;36.0000;;;;;;;;42.0000;32.6000;27.5000;
1932;41.0000;;;29.0000;39.9000;34.8000;34.0000;;;;42.0000;50.0000;33.5000;45.0000;29.0000;;;;;;;36.5000;42.0000;40.3000;40.0000;
1933;35.0000;;;15.0000;20.1000;26.3000;22.8000;;;;21.0000;;16.0000;37.0000;32.0000;;;;;;;;42.0000;36.0000;20.0000;
1934;11.0000;;;4.0000;16.1000;16.3000;15.0000;;;;10.0000;31.0000;15.9000;36.0000;19.0000;;;;;;;;42.0000;19.6000;;
1935;27.0000;;;16.0000;24.1000;31.3000;29.0000;;;;23.0000;37.0000;21.9000;38.0000;25.0000;;;;;;;;42.0000;34.0000;;
1936;24.0000;;;19.0000;31.1000;29.8000;31.0000;;;;35.0000;37.0000;26.9000;41.0000;28.0000;;;;;;;;42.0000;31.1000;;
1937;15.0000;;;8.0000;19.1000;17.8000;21.0000;;;;19.0000;25.0000;11.9000;42.0000;15.0000;;;;;;;;42.0000;25.0000;;
1938;34.0000;;;;24.7000;31.8000;28.0000;;;;26.0000;42.0000;20.9000;45.0000;33.0000;;;;;;;;42.0000;39.3000;;
1939;40.0000;;;27.0000;26.2000;41.5000;34.0000;;;;34.0000;55.0000;24.9000;41.0000;28.0000;;;;;;;;42.0000;44.0000;;
1940;31.0000;;;19.0000;24.4000;26.3000;25.0000;;;;23.0000;33.0000;22.9000;42.0000;27.0000;;;;;;;23.5000;40.0000;27.6000;;
1941;42.0000;;;27.0000;24.9000;37.5000;36.0000;;;;34.0000;44.0000;22.9000;45.0000;43.0000;;;;;;;24.3000;57.0000;39.0000;;
1942;37.0000;;;14.0000;21.1000;25.5000;24.0000;;;;30.0000;25.0000;14.9000;44.0000;31.0000;;;;;;;5.5000;33.0000;25.6000;;
1943;26.0000;;;5.0000;14.7000;19.7000;15.0000;;;;15.0000;28.0000;10.9000;40.0000;27.0000;;;;;;;10.0000;34.0000;23.0000;;
1944;24.0000;;;18.0000;20.9000;33.2000;27.0000;;;;27.0000;39.0000;15.9000;40.0000;;;;;;;;15.6000;46.0000;29.0000;;
1945;9.0000;;;1.0000;8.9000;16.8000;8.0000;;;;4.0000;11.0000;8.9000;;12.0000;;;;;;;26.9000;45.0000;12.0000;;
1946;27.0000;;;17.0000;29.8000;25.0000;28.0000;;;;32.0000;32.0000;21.9000;37.0000;20.0000;;;;;;;31.9000;44.0000;25.0000;;
1947;26.0000;;;6.0000;13.1000;16.3000;5.0000;;;;8.0000;22.0000;;29.0000;23.0000;;;;;;;26.9000;36.0000;18.6000;;
1948;;;;15.0000;20.8000;25.7000;20.0000;;;;29.0000;41.0000;;31.0000;22.0000;;;;;;;28.9000;43.0000;36.6000;;
1949;;;;12.0000;26.1000;25.0000;19.0000;;;;20.0000;27.0000;;26.0000;25.0000;;;;;;;20.9000;29.0000;29.0000;;
1950;27.9000;;;9.0000;17.1000;21.8000;11.0000;;;;20.0000;25.0000;;27.0000;;;;;;;;26.9000;34.0000;28.0000;;
1951;47.9000;;;30.0000;34.1000;34.2000;31.0000;;;;37.0000;52.0000;19.9000;46.0000;;;;;;;;39.4000;47.0000;41.0000;;
1952;31.9000;;;6.0000;16.1000;16.5000;8.0000;;;;9.0000;22.0000;9.9000;26.0000;;;;;;;;27.9000;43.0000;22.3000;;
1953;35.9000;;;11.0000;28.8000;22.5000;15.0000;;;;23.0000;30.0000;16.9000;35.0000;;;;;;;;29.4000;43.0000;32.6000;;
1954;47.9000;;;25.0000;35.4000;38.2000;27.0000;;;;41.0000;43.0000;24.9000;48.0000;;;;;;;;33.4000;50.0000;44.0000;;
1955;49.9000;;;23.0000;25.1000;30.8000;28.0000;;;;28.0000;42.0000;17.9000;34.0000;;;;;;;;26.9000;36.0000;36.6000;;
1956;52.9000;;;38.0000;39.2000;42.3000;38.0000;;;;45.0000;52.0000;26.9000;45.0000;;;;;;;;35.9000;52.0000;42.6000;;
1957;44.9000;;;21.0000;29.1000;31.9000;20.0000;;;;;42.0000;24.9000;37.0000;;;;;;;;25.9000;46.0000;33.6000;;
1958;38.9000;;;26.0000;35.4000;30.8000;31.0000;;;;43.0000;41.0000;23.9000;46.0000;;;;;;;;26.9000;43.0000;29.6000;;
1959;33.9000;;;10.0000;20.6000;16.1000;10.0000;;;;16.0000;21.0000;18.9000;26.0000;;;;;;;;26.9000;40.0000;23.6000;;
1960;42.9000;;;12.0000;13.4000;20.8000;12.0000;;;;27.0000;34.0000;17.9000;29.0000;;;;;;;;20.9000;40.0000;27.6000;;
1961;41.9000;;;39.0000;14.6000;24.8000;20.0000;;;;26.0000;35.0000;13.9000;33.0000;;;;;;;;11.9000;33.0000;30.0000;;
1962;50.9000;;;26.0000;30.7000;39.5000;34.0000;;;;52.0000;45.0000;29.9000;48.0000;;;;;;;;28.9000;45.0000;38.6000;;
1963;46.9000;;;31.0000;33.1000;36.8000;35.0000;;;;44.0000;48.0000;27.9000;51.0000;;;;;;;;22.9000;52.0000;39.6000;;
1964;37.9000;;;15.0000;25.1000;21.5000;17.0000;;;;22.0000;26.0000;19.9000;35.0000;;;;;28.0000;;;16.0000;32.0000;25.3000;;
1965;48.9000;;;34.0000;30.6000;41.9000;39.5000;;;;48.0000;51.0000;21.9000;52.0000;;;;;27.0000;;;23.9000;44.0000;41.6000;;
1966;42.9000;;;16.0000;22.5000;26.2000;23.0000;;;;34.0000;40.0000;17.9000;41.0000;;;;;28.0000;;;20.0000;43.0000;26.6000;;
1967;41.9000;;;28.0000;22.2000;31.5000;28.0000;;;;34.0000;28.0000;19.9000;40.0000;;;;;37.0000;;;25.9000;48.0000;28.0000;;
1968;46.9000;;;27.0000;24.3000;31.8000;33.5000;;;;29.0000;34.0000;23.9000;45.0000;;;;;37.0000;;;24.9000;48.0000;28.0000;;
1969;45.9000;;;30.0000;23.5000;35.8000;31.0000;;;;23.0000;31.0000;29.9000;36.0000;;;;;36.0000;;;22.9000;47.0000;29.3000;;
1970;47.3000;;;25.0000;26.5000;30.0000;27.0000;;;;29.0000;27.0000;20.9000;36.0000;;;;;40.0000;;;22.9000;44.0000;31.3000;;
1971;36.3000;;;18.0000;26.6000;19.1000;18.0000;;;;17.0000;18.0000;25.9000;35.0000;;;;;32.0000;;;25.0000;59.5000;26.2000;;
1972;50.7000;;;28.0000;36.1000;36.3000;42.0000;;;;35.0000;42.0000;30.9000;50.0000;;;;;42.0000;;;25.9000;58.5000;36.7000;;
1973;45.0000;;;21.0000;24.9000;23.5000;28.0000;;;;19.0000;28.0000;25.7000;35.0000;;;;;29.0000;;;21.9000;45.5000;28.1000;;
1974;41.7000;;;23.0000;26.6000;24.9000;28.0000;;;;;28.0000;31.7000;40.0000;;;;;44.0000;;;27.9000;57.5000;30.2000;;
1975;40.7000;;;25.0000;24.1000;26.5000;30.5000;;;;28.0000;29.0000;24.9000;39.0000;;;;;41.0000;;;26.9000;55.0000;25.6000;;
